id,real_time,mae,mape
425992,925.0,1764.539306640625,190.76100158691406
418624,600.0,379.515869140625,63.252647399902344
407493,874.0,815.445556640625,93.30040740966797
440813,891.0,2031.028076171875,227.94927978515625
407499,506.0,1172.214599609375,231.6629638671875
440818,840.0,1325.00244140625,157.73838806152344
426002,601.0,957.666259765625,159.34547424316406
400074,783.0,967.5831298828125,123.57383728027344
418634,990.0,1395.67041015625,140.976806640625
437099,613.0,1619.59814453125,264.20849609375
400080,106.0,1365.5189208984375,1288.225341796875
429718,671.0,2267.883544921875,337.9856262207031
422307,420.0,1709.1630859375,406.943603515625
403793,969.0,393.88720703125,40.648834228515625
407517,691.0,1383.15380859375,200.1669921875
433411,1674.0,433.517578125,25.897106170654297
429732,801.0,736.45166015625,91.9415283203125
400092,479.0,1352.1092529296875,282.27752685546875
407523,420.0,1060.8275146484375,252.57797241210938
426024,1572.0,1014.591796875,64.54146575927734
407527,554.0,1497.13818359375,270.2415466308594
433429,415.0,1070.41064453125,257.9302673339844
433433,1514.0,1740.376953125,114.95223999023438
426030,249.0,2324.568359375,933.5615844726562
418671,711.0,1584.26123046875,222.82154846191406
440854,539.0,2084.690673828125,386.7700500488281
440857,662.0,2007.202392578125,303.2027587890625
440860,300.0,994.779052734375,331.593017578125
414916,429.0,1603.8062744140625,373.8476257324219
426044,862.0,697.353271484375,80.89945220947266
426046,760.0,1207.47900390625,158.87881469726562
433463,586.0,2558.546630859375,436.6120300292969
418681,590.0,1040.984130859375,176.43798828125
440874,982.0,944.1456298828125,96.14517974853516
437141,269.0,945.5496826171875,351.50543212890625
440878,369.0,664.9454345703125,180.2020263671875
433479,1857.0,444.3603515625,23.928936004638672
418690,320.0,2862.193115234375,894.435302734375
437146,781.0,2234.937255859375,286.1635437011719
437148,1111.0,1927.859130859375,173.52467346191406
414940,1301.0,13.584716796875,1.0441750288009644
407583,849.0,2080.0166015625,244.99606323242188
433499,729.0,1808.09130859375,248.0235137939453
418697,1155.0,140.9461669921875,12.203131675720215
426070,469.0,2135.22412109375,455.27166748046875
433504,671.0,1038.783447265625,154.8112335205078
400143,490.0,1583.418212890625,323.1465759277344
400146,735.0,1078.152099609375,146.68736267089844
403865,502.0,1470.2652587890625,292.88153076171875
400152,769.0,1136.1107177734375,147.7387237548828
422374,1673.0,3314.5556640625,198.1204833984375
433516,330.0,984.1767578125,298.2353820800781
429798,607.0,2031.55712890625,334.68817138671875
429801,1271.0,1058.904296875,83.31269073486328
411269,1241.0,2744.57861328125,221.15863037109375
433528,941.0,13.09515380859375,1.3916209936141968
422384,800.0,2898.227294921875,362.2784118652344
403884,281.0,1025.671630859375,365.0076904296875
422390,449.0,1266.9599609375,282.1737060546875
418720,2145.0,740.0224609375,34.499881744384766
422394,851.0,517.0887451171875,60.762481689453125
437214,642.0,973.7890625,151.6805419921875
407631,286.0,1059.12158203125,370.3222351074219
403894,930.0,1492.60693359375,160.495361328125
433551,1134.0,708.416748046875,62.47061538696289
440924,721.0,2843.22607421875,394.3448181152344
440928,451.0,826.851318359375,183.3373260498047
426082,684.0,2487.00830078125,363.59771728515625
400197,1917.0,309.16064453125,16.127315521240234
411302,189.0,2196.50146484375,1162.170166015625
418742,210.0,1256.830810546875,598.4908447265625
433576,381.0,972.8209228515625,255.3335723876953
403910,1280.0,1258.418701171875,98.31396484375
429875,479.0,1666.1787109375,347.8452453613281
415001,872.0,1935.676513671875,221.98126220703125
429880,801.0,1383.79638671875,172.75860595703125
433585,525.0,1184.2392578125,225.56939697265625
433587,870.0,528.185791015625,60.71100997924805
433589,1101.0,2295.251708984375,208.4697265625
422436,443.0,778.86669921875,175.81640625
440959,293.0,1650.7532958984375,563.3970336914062
407669,1454.0,1015.742431640625,69.85848999023438
411324,225.0,1033.947265625,459.5321044921875
418766,962.0,2436.554443359375,253.28009033203125
407677,744.0,1613.29150390625,216.84027099609375
426122,1473.0,431.15185546875,29.27032470703125
426123,1483.0,788.57958984375,53.17462158203125
429900,864.0,1382.14111328125,159.97003173828125
415031,537.0,1424.523681640625,265.2744140625
422451,713.0,812.1103515625,113.90046691894531
415032,2430.0,1370.97412109375,56.41868591308594
433616,1161.0,2168.002685546875,186.73580932617188
440981,350.0,1392.9052734375,397.9729309082031
415038,881.0,1660.05322265625,188.42828369140625
429912,1304.0,991.2490234375,76.01602935791016
437279,663.0,683.851318359375,103.14498901367188
422466,510.0,1478.2801513671875,289.8588562011719
407709,1034.0,1068.78173828125,103.36380004882812
407711,735.0,1498.41796875,203.86639404296875
407715,1066.0,1239.62890625,116.28788757324219
429922,1249.0,1615.21728515625,129.32083129882812
400240,1282.0,232.999267578125,18.17466926574707
429926,2052.0,397.236328125,19.358495712280273
403963,1173.0,1650.711669921875,140.7256317138672
433671,658.0,2041.216796875,310.21533203125
433675,319.0,1252.498779296875,392.6328430175781
433679,624.0,3357.78369140625,538.1063232421875
415082,1817.0,1332.479248046875,73.33403015136719
437298,560.0,1437.1373291015625,256.63165283203125
441014,852.0,1207.90185546875,141.77252197265625
422472,190.0,1086.27685546875,571.7246704101562
415089,385.0,1015.42333984375,263.746337890625
418816,732.0,1199.9757080078125,163.9311065673828
433706,1422.0,1096.48583984375,77.10871124267578
426174,543.0,674.58447265625,124.23286437988281
422479,331.0,763.7630615234375,230.74412536621094
437315,442.0,2004.16015625,453.4299011230469
400270,391.0,775.09423828125,198.23382568359375
407793,359.0,1317.9505615234375,367.1171569824219
437321,1159.0,946.127685546875,81.63310241699219
407802,749.0,999.2998046875,133.41786193847656
415098,268.0,1003.5079345703125,374.4432678222656
437326,653.0,1836.77490234375,281.28253173828125
415103,160.0,882.9324951171875,551.8328247070312
407813,734.0,1237.4425048828125,168.58889770507812
407816,357.0,1090.344482421875,305.41864013671875
430016,707.0,2377.564453125,336.2891540527344
400288,1232.0,2544.235595703125,206.5126190185547
437338,1728.0,268.27392578125,15.525111198425293
422499,1204.0,77.448974609375,6.432639122009277
407837,613.0,841.05224609375,137.20263671875
426214,230.0,991.999267578125,431.30401611328125
407842,783.0,1321.61767578125,168.78897094726562
411399,1799.0,508.6474609375,28.273900985717773
404019,289.0,867.7412109375,300.2564697265625
400300,939.0,2107.056640625,224.3936767578125
441065,830.0,1570.00732421875,189.1575164794922
441067,533.0,3609.8974609375,677.2791137695312
411409,440.0,2963.6376953125,673.5540161132812
437358,794.0,1659.79833984375,209.04261779785156
415134,510.0,1844.64697265625,361.69549560546875
430038,624.0,2374.538818359375,380.5350646972656
430040,666.0,2525.0322265625,379.13397216796875
415137,1232.0,346.504150390625,28.125337600708008
418871,303.0,923.912109375,304.9214782714844
404069,1471.0,1079.59130859375,73.39165496826172
407877,446.0,1306.9736328125,293.0434265136719
411425,821.0,1773.8916015625,216.0647430419922
426247,219.0,1148.4168701171875,524.3912963867188
433791,964.0,1449.931640625,150.40785217285156
437379,551.0,716.9998779296875,130.1270294189453
430090,816.0,2921.93896484375,358.08074951171875
441094,581.0,1071.780029296875,184.4716033935547
422534,1242.0,263.124755859375,21.18556785583496
411441,932.0,1295.394775390625,138.99085998535156
441101,461.0,1414.1795654296875,306.7634582519531
418898,510.0,1750.646484375,343.2640075683594
415162,1397.0,228.73779296875,16.37350082397461
430107,235.0,1225.0782470703125,521.3098754882812
433811,582.0,1225.091796875,210.4968719482422
407902,263.0,1239.881103515625,471.43768310546875
418913,478.0,2192.992919921875,458.78515625
415170,874.0,1212.654296875,138.7476348876953
404111,2748.0,1400.0419921875,50.94767379760742
422552,2016.0,240.28125,11.918713569641113
437401,1232.0,1204.7734375,97.79005432128906
430123,874.0,764.9656982421875,87.5246810913086
437406,340.0,2036.220947265625,598.8884887695312
407927,1575.0,3337.2490234375,211.8888397216797
407935,354.0,2026.89453125,572.569091796875
407940,443.0,908.2618408203125,205.02523803710938
400361,610.0,2294.645263671875,376.1713562011719
407948,894.0,487.728271484375,54.55573654174805
407952,133.0,837.5908203125,629.7675170898438
437419,348.0,736.395263671875,211.6078338623047
404137,320.0,857.025390625,267.8204345703125
400369,339.0,1141.705078125,336.7861633300781
411483,352.0,796.7174072265625,226.34017944335938
437428,279.0,1132.45068359375,405.8962707519531
426322,1589.0,2022.6171875,127.28868865966797
418949,574.0,1085.79345703125,189.16262817382812
422581,942.0,1730.4267578125,183.6970977783203
411492,1084.0,1001.30322265625,92.37114715576172
426340,196.0,1138.216796875,580.7228393554688
422589,280.0,970.43994140625,346.585693359375
415209,265.0,931.5164794921875,351.5156555175781
415211,229.0,898.40771484375,392.3177795410156
415215,246.0,1061.24560546875,431.400634765625
407991,1316.0,160.0164794921875,12.159307479858398
407993,663.0,2175.96435546875,328.1997375488281
430168,901.0,1306.28955078125,144.98219299316406
422599,814.0,1900.326171875,233.45530700683594
400426,409.0,767.747314453125,187.71327209472656
422602,334.0,982.31787109375,294.1071472167969
408003,1188.0,2244.93212890625,188.96734619140625
441195,625.0,1376.18310546875,220.1892852783203
408006,1010.0,1354.439697265625,134.10293579101562
404182,399.0,2610.781982421875,654.331298828125
422611,1364.0,169.01611328125,12.391210556030273
415236,641.0,702.425048828125,109.58268737792969
408009,1702.0,419.455810546875,24.64487648010254
437464,550.0,2179.052490234375,396.19134521484375
422622,1326.0,1181.599609375,89.11007690429688
422625,753.0,1975.54345703125,262.35638427734375
430196,470.0,1011.531494140625,215.21946716308594
430197,1834.0,2569.345703125,140.09518432617188
441217,460.0,1760.59326171875,382.7376708984375
430203,410.0,1476.1923828125,360.0469055175781
433895,845.0,1498.442626953125,177.3304901123047
437479,859.0,2305.33642578125,268.37445068359375
437482,299.0,915.1268310546875,306.0624694824219
437484,691.0,2780.999755859375,402.46014404296875
408028,311.0,1102.37451171875,354.4612731933594
422645,667.0,2486.845703125,372.8404235839844
433925,706.0,1185.438720703125,167.90916442871094
404224,144.0,1302.1353759765625,904.2606201171875
419014,1725.0,548.431640625,31.79313850402832
426398,445.0,898.448974609375,201.89865112304688
415277,1237.0,631.7216796875,51.06884765625
430227,892.0,2456.623779296875,275.40625
419022,484.0,2213.95849609375,457.429443359375
415279,2403.0,666.790771484375,27.748262405395508
433956,511.0,1314.910888671875,257.32110595703125
419027,432.0,1308.258544921875,302.837646484375
415284,805.0,2251.794189453125,279.7259826660156
433959,1863.0,423.89013671875,22.753093719482422
430240,1436.0,1069.12939453125,74.451904296875
430243,1010.0,970.362060546875,96.07545471191406
415296,1131.0,838.36865234375,74.12631225585938
441222,140.0,1093.1251220703125,780.8037109375
426426,686.0,713.8001708984375,104.05250549316406
411572,952.0,674.990478515625,70.90235900878906
415304,120.0,981.809326171875,818.1744384765625
433972,400.0,933.3668212890625,233.34169006347656
408075,408.0,1647.54736328125,403.8106384277344
426438,469.0,2698.59765625,575.3939819335938
415310,1151.0,470.0341796875,40.8370246887207
430267,1517.0,480.8212890625,31.69553565979004
415316,289.0,996.3857421875,344.7701416015625
430273,109.0,826.9913330078125,758.7076416015625
408090,366.0,1096.615478515625,299.6217346191406
422691,700.0,1510.85693359375,215.8367156982422
419063,580.0,2619.871337890625,451.70196533203125
404276,1360.0,2502.4208984375,184.0015411376953
422698,431.0,1094.14990234375,253.86309814453125
400555,1310.0,172.8941650390625,13.198028564453125
419071,440.0,2382.31787109375,541.4358520507812
430286,431.0,1529.919921875,354.9698181152344
408106,757.0,1259.44189453125,166.37277221679688
422707,1260.0,370.722900390625,29.422452926635742
434007,881.0,645.11865234375,73.22572326660156
404289,149.0,1180.620361328125,792.3626708984375
437563,1181.0,1211.478515625,102.58073425292969
426476,933.0,838.80517578125,89.90409088134766
404294,404.0,652.231201171875,161.443359375
437567,311.0,1393.0233154296875,447.9174499511719
441264,159.0,629.015869140625,395.60748291015625
404297,1331.0,421.775390625,31.688610076904297
404298,1524.0,606.88623046875,39.821929931640625
419101,932.0,1832.853515625,196.65809631347656
411624,211.0,612.1062622070312,290.0977478027344
437580,350.0,762.9139404296875,217.97540283203125
404304,726.0,1111.690673828125,153.1254425048828
422742,1568.0,350.5257568359375,22.35495948791504
430312,646.0,1998.730224609375,309.4009704589844
441282,771.0,1044.50146484375,135.47360229492188
415358,440.0,1427.7003173828125,324.4773254394531
430322,484.0,1262.0234375,260.7486572265625
419119,272.0,1007.3558349609375,370.3514099121094
411638,1334.0,62.6107177734375,4.693457126617432
434047,1031.0,1110.58984375,107.71967315673828
426508,1031.0,1339.11279296875,129.88485717773438
426510,811.0,717.5360107421875,88.4754638671875
419130,371.0,768.273193359375,207.08172607421875
430335,662.0,2627.24365234375,396.8645935058594
430339,503.0,2114.4453125,420.3668518066406
408164,318.0,1159.295166015625,364.5582275390625
434062,660.0,1936.34228515625,293.38519287109375
411651,141.0,957.198486328125,678.8641967773438
441307,945.0,2164.4208984375,229.03924560546875
404361,961.0,571.1435546875,59.432212829589844
415385,341.0,995.12060546875,291.82421875
437614,671.0,1578.79296875,235.28958129882812
422778,300.0,1492.1134033203125,497.37115478515625
400623,130.0,1500.537109375,1154.25927734375
441317,2254.0,1326.424560546875,58.84758377075195
400627,762.0,1725.14794921875,226.39736938476562
434078,1346.0,708.436767578125,52.632747650146484
415394,1937.0,2750.35595703125,141.99049377441406
404388,1334.0,147.60791015625,11.06506061553955
441330,239.0,1174.943359375,491.60809326171875
422795,1397.0,1176.03857421875,84.18315124511719
437632,2926.0,2296.3037109375,78.47927856445312
434087,1092.0,1062.9599609375,97.34065246582031
415404,621.0,1983.3671875,319.3828125
419164,301.0,1106.17138671875,367.4988098144531
441340,1032.0,2090.67333984375,202.58462524414062
419167,801.0,1686.21435546875,210.51365661621094
441343,827.0,2118.698974609375,256.19091796875
411689,791.0,1567.5439453125,198.1724395751953
441348,701.0,1012.418701171875,144.4249267578125
441350,406.0,1077.81201171875,265.470947265625
430391,801.0,1798.70361328125,224.5572509765625
400666,476.0,1665.39111328125,349.8721008300781
434110,339.0,1982.38818359375,584.7752685546875
400671,400.0,1097.3621826171875,274.3405456542969
411704,573.0,1306.8486328125,228.07130432128906
408216,651.0,775.878173828125,119.1825180053711
426581,1186.0,288.07763671875,24.28985023498535
415433,239.0,1194.268310546875,499.6938781738281
411710,490.0,657.439697265625,134.17137145996094
408222,320.0,1127.95458984375,352.4858093261719
434133,1487.0,922.9677734375,62.06911849975586
415440,1586.0,1026.074951171875,64.69577026367188
411717,381.0,884.3974609375,232.12530517578125
404438,681.0,2700.632080078125,396.5685729980469
434147,508.0,549.201416015625,108.11051177978516
419221,851.0,2014.68505859375,236.74325561523438
441378,1410.0,553.8197021484375,39.277992248535156
422845,2036.0,414.44482421875,20.3558349609375
404450,224.0,1242.5703125,554.7188720703125
419229,1313.0,761.67919921875,58.01060104370117
426609,480.0,1869.197021484375,389.4160461425781
434158,741.0,995.0352783203125,134.2827606201172
430425,571.0,1370.88623046875,240.08514404296875
419235,1292.0,673.610107421875,52.13700485229492
419237,150.0,977.0909423828125,651.3939208984375
415471,931.0,1177.625732421875,126.49041748046875
426621,160.0,1304.66259765625,815.4141235351562
419242,1014.0,1716.2421875,169.25465393066406
426625,2063.0,1071.8914794921875,51.95790100097656
408259,920.0,533.80615234375,58.02241134643555
430443,1093.0,2088.275146484375,191.0590362548828
434178,1454.0,2463.884765625,169.45562744140625
434180,691.0,1575.4208984375,227.99143981933594
426635,751.0,1708.511474609375,227.49819946289062
411756,541.0,876.8447265625,162.07850646972656
419260,1042.0,296.1712646484375,28.4233455657959
422907,400.0,1567.22607421875,391.8065185546875
422910,250.0,1029.8746337890625,411.9498596191406
419267,860.0,1353.942138671875,157.4351348876953
430459,723.0,1019.883056640625,141.0626678466797
441423,440.0,557.4592895507812,126.6952896118164
419274,362.0,1673.0242919921875,462.1614074707031
441426,851.0,1598.3896484375,187.8248748779297
404499,711.0,1801.59033203125,253.38824462890625
426656,772.0,2449.24658203125,317.2599182128906
400741,406.0,1560.024169921875,384.2424011230469
404504,1042.0,1430.86376953125,137.31898498535156
408293,745.0,1185.140869140625,159.07931518554688
415509,2023.0,2083.7646484375,103.00369262695312
411802,1352.0,3301.0849609375,244.1630859375
419289,439.0,178.0802001953125,40.564964294433594
437759,584.0,1753.34130859375,300.22967529296875
426669,710.0,1956.46435546875,275.558349609375
411809,976.0,920.5482177734375,94.31846618652344
437766,883.0,2374.243408203125,268.88372802734375
426675,1199.0,1871.570556640625,156.0942840576172
404525,180.0,1234.158935546875,685.6438598632812
404527,461.0,695.75048828125,150.92201232910156
415528,148.0,942.3485107421875,636.721923828125
437779,363.0,1003.77294921875,276.5214538574219
419313,591.0,484.912353515625,82.04946899414062
426684,710.0,974.169921875,137.20703125
400780,349.0,1772.886474609375,507.99041748046875
434242,782.0,1588.3408203125,203.1126251220703
422966,644.0,1375.4124755859375,213.5733642578125
404540,290.0,1278.7440185546875,440.9461975097656
400786,810.0,1601.642578125,197.73365783691406
419326,890.0,1695.91455078125,190.5522003173828
404546,1090.0,1406.020751953125,128.9927215576172
419328,790.0,1933.991455078125,244.80905151367188
408337,746.0,906.332275390625,121.49226379394531
422976,341.0,492.21270751953125,144.34390258789062
415555,642.0,1404.06494140625,218.70169067382812
430517,280.0,874.38525390625,312.2804260253906
430519,1032.0,1441.85986328125,139.71510314941406
430522,330.0,1886.470458984375,571.65771484375
400817,1763.0,2644.6337890625,150.00759887695312
415566,869.0,1584.20068359375,182.30157470703125
400830,246.0,1183.74609375,481.1976013183594
415572,432.0,1341.6053466796875,310.5567932128906
437847,1212.0,1786.001708984375,147.35987854003906
404569,373.0,864.218994140625,231.69410705566406
408363,762.0,1817.052978515625,238.45838928222656
415581,512.0,1065.372802734375,208.08062744140625
411871,951.0,2232.613525390625,234.76483154296875
408367,1172.0,1210.32861328125,103.2703628540039
422999,1611.0,618.9992065429688,38.42329025268555
434286,313.0,1379.989013671875,440.8910827636719
408372,541.0,1748.00439453125,323.1061706542969
437882,1085.0,1772.416015625,163.3563232421875
426730,939.0,2037.71875,217.0094451904297
415592,771.0,1291.471435546875,167.5060272216797
411885,640.0,791.705322265625,123.7039566040039
404590,468.0,1938.67431640625,414.24664306640625
434299,840.0,705.264892578125,83.9601058959961
430576,704.0,1356.49267578125,192.68360900878906
437896,1242.0,191.2325439453125,15.39714527130127
430578,269.0,1133.969970703125,421.5501708984375
423020,430.0,465.10992431640625,108.16510009765625
437905,912.0,2540.85107421875,278.60211181640625
426781,700.0,1032.15966796875,147.4513702392578
441530,1309.0,143.812255859375,10.986421585083008
441532,1090.0,1174.730224609375,107.7734146118164
411912,983.0,517.862060546875,52.68179702758789
400903,469.0,1662.01123046875,354.3734130859375
419421,1172.0,901.36669921875,76.9084243774414
408415,738.0,1046.731689453125,141.8335723876953
408418,378.0,1474.25732421875,390.0151672363281
411920,662.0,849.930419921875,128.38829040527344
411922,1863.0,1881.698486328125,101.00366973876953
411926,280.0,1169.95751953125,417.8419494628906
437928,1208.0,76.6474609375,6.3449883460998535
423048,1344.0,272.142333984375,20.248685836791992
437936,2566.0,495.637939453125,19.31558609008789
426811,883.0,2876.093505859375,325.7184143066406
434344,872.0,2003.45166015625,229.75363159179688
404647,886.0,1970.978759765625,222.45809936523438
404650,473.0,2776.89453125,587.081298828125
400931,328.0,1839.912841796875,560.9490356445312
408448,294.0,804.525390625,273.6481018066406
404655,965.0,1336.29541015625,138.47621154785156
430631,801.0,1179.329345703125,147.2321319580078
408456,321.0,1441.1583251953125,448.958984375
404662,1459.0,837.1767578125,57.38017654418945
419488,750.0,1262.4114990234375,168.321533203125
411958,381.0,780.460693359375,204.8453369140625
415629,249.0,1265.01171875,508.036865234375
408468,463.0,1674.020263671875,361.5594482421875
415634,270.0,1017.749755859375,376.9443359375
415635,1237.0,590.4713134765625,47.7341423034668
408476,842.0,1495.247314453125,177.5828094482422
404680,613.0,2266.3564453125,369.715576171875
408483,1182.0,70.3182373046875,5.949089527130127
423090,497.0,1327.4666748046875,267.09588623046875
404690,224.0,1064.3665771484375,475.16363525390625
426828,757.0,2445.3388671875,323.0302429199219
430660,911.0,1477.40087890625,162.1735382080078
426832,1449.0,577.0762939453125,39.825828552246094
408500,306.0,1437.2796630859375,469.6992492675781
426838,170.0,1053.17919921875,619.5172119140625
404706,1666.0,1938.049072265625,116.32948303222656
423103,570.0,707.256103515625,124.08001708984375
404715,302.0,1528.9061279296875,506.26031494140625
400996,191.0,1659.12451171875,868.651611328125
438005,1132.0,1946.24951171875,171.93017578125
423110,658.0,1390.48974609375,211.3206329345703
404724,958.0,1244.435791015625,129.89935302734375
408512,621.0,1935.126708984375,311.6146240234375
423117,947.0,925.3995361328125,97.71906280517578
438023,3260.0,562.71630859375,17.2612361907959
404728,722.0,1796.4130859375,248.8106689453125
412021,336.0,835.858154296875,248.76730346679688
430687,440.0,710.4278564453125,161.46087646484375
401010,1336.0,95.9061279296875,7.17860221862793
423128,540.0,841.193115234375,155.77650451660156
419544,1878.0,1806.043212890625,96.1684341430664
434414,781.0,2580.966064453125,330.46942138671875
408525,696.0,1134.29638671875,162.97361755371094
441610,956.0,1265.706298828125,132.39605712890625
419552,760.0,2140.216796875,281.60748291015625
408531,1446.0,56.38037109375,3.899057626724243
423142,659.0,526.348876953125,79.87084197998047
426882,322.0,1318.5048828125,409.47357177734375
419559,325.0,1347.2647705078125,414.5429992675781
404758,824.0,1384.75244140625,168.052490234375
441625,259.0,798.613525390625,308.344970703125
415713,401.0,1606.0689697265625,400.51593017578125
430708,674.0,1136.9434814453125,168.68597412109375
404765,745.0,1625.474853515625,218.18453979492188
412047,706.0,1191.9527587890625,168.8318328857422
430715,430.0,1656.05517578125,385.1291198730469
404772,261.0,780.0445556640625,298.8676452636719
438081,1002.0,2090.14794921875,208.59759521484375
423172,2399.0,768.43017578125,32.03126907348633
426905,700.0,1419.95849609375,202.85122680664062
419584,580.0,629.57861328125,108.54803466796875
404785,269.0,1432.416015625,532.4966430664062
438097,247.0,878.7066650390625,355.7516784667969
438101,926.0,1056.1478271484375,114.05484771728516
434454,300.0,1627.9801025390625,542.6600341796875
408573,606.0,1252.685546875,206.7137908935547
408574,1382.0,348.302490234375,25.202783584594727
426932,1553.0,57.9974365234375,3.73454213142395
404796,741.0,1735.91552734375,234.26658630371094
423203,993.0,2115.97021484375,213.08863830566406
434472,369.0,643.0480346679688,174.26776123046875
408583,496.0,1673.067626953125,337.3120422363281
412074,842.0,1955.326171875,232.22401428222656
412076,502.0,679.096923828125,135.2782745361328
412079,249.0,1216.949462890625,488.7347106933594
441673,459.0,1889.00537109375,411.5480041503906
438149,479.0,1328.5535888671875,277.3598327636719
404817,1206.0,728.67529296875,60.420833587646484
404821,604.0,1098.577392578125,181.8836669921875
404826,745.0,1940.20751953125,260.4305419921875
430760,484.0,1396.654541015625,288.56500244140625
404835,1029.0,790.815673828125,76.85283660888672
404840,1112.0,1705.35400390625,153.3591766357422
404845,844.0,1618.0302734375,191.70974731445312
404850,351.0,1588.89013671875,452.67523193359375
404856,393.0,858.389404296875,218.41969299316406
415772,821.0,1384.94970703125,168.69058227539062
404862,427.0,1549.2508544921875,362.8222351074219
404865,1201.0,1050.87548828125,87.50003814697266
419631,1464.0,1119.7841796875,76.48799133300781
412103,762.0,2807.32177734375,368.4149169921875
438192,975.0,435.383056640625,44.6546745300293
412108,510.0,1520.1737060546875,298.0732727050781
408619,390.0,1361.213134765625,349.0290222167969
419644,501.0,1193.3348388671875,238.19058227539062
408622,1227.0,417.730712890625,34.044883728027344
408623,1573.0,344.0205078125,21.870344161987305
419650,572.0,1712.06689453125,299.3124084472656
430793,219.0,1294.420166015625,591.0594482421875
412117,1597.0,1783.272216796875,111.66387939453125
415797,1464.0,24.488525390625,1.6727135181427002
430800,682.0,2954.622314453125,433.22906494140625
415802,239.0,1126.4700927734375,471.3263854980469
438229,203.0,955.6038818359375,470.7408447265625
430809,259.0,965.29931640625,372.7024230957031
415807,571.0,2079.67822265625,364.21685791015625
423265,896.0,499.7510986328125,55.77579116821289
415810,499.0,1114.119140625,223.27037048339844
430818,1664.0,1184.3564453125,71.17526245117188
430819,2033.0,858.41796875,42.22419738769531
427030,1292.0,65.9429931640625,5.103946685791016
430823,869.0,1535.46337890625,176.69314575195312
434557,279.0,1232.5841064453125,441.78643798828125
441748,570.0,1878.6357421875,329.585205078125
423284,411.0,1979.02001953125,481.5133972167969
427041,393.0,607.332763671875,154.53759765625
412156,399.0,1809.70166015625,453.5592956542969
438257,632.0,1580.65576171875,250.103759765625
415835,168.0,1083.6630859375,645.0375366210938
430841,591.0,1507.531494140625,255.0814666748047
434577,1221.0,1277.60888671875,104.63627624511719
412165,775.0,1332.779296875,171.97152709960938
415846,1079.0,2931.108642578125,271.6504821777344
419701,333.0,801.5577392578125,240.70803833007812
412171,489.0,939.8372802734375,192.1957550048828
438274,534.0,1506.628173828125,282.1401062011719
430854,268.0,1911.556640625,713.2673950195312
430858,166.0,1064.7276611328125,641.4022216796875
